city,main_location,second_location,map_address,country,start_date,max_numbers,more_one_day,numbers_source,image_url,icon_1,icon_2,icon_3
"Lake Worth, Florida",Bryant Park,,"Bryant Park Lake Worth, Florida USA",USA,8/10/11,250,Yes,http://www.palmbeachpost.com/news/occupy-wall-street-movement-stages-first-rally-in-1902879.html,http://www.flickr.com/photos/51494704@N03/sets/72157627722403775/,capital_big_highlight,target,shaded_dot
"Lancaster, PA",Prince St. & Chestnut St. (Art Park),,"Prince St. & Chestnut St. (Art Park) Lancaster, PA USA",USA,10/15/2011,300,Yes,http://lancasteronline.com/article/local/480559_Occupy-Lancaster-gathering-draws-a-diverse-group.html,https://fbcdn-sphotos-a.akamaihd.net/hphotos-ak-snc7/299513_216174241782226_100001689557214_598048_1783405173_n.jpg,capital_big_highlight,target,shaded_dot
"Lansing, Michigan",State Capitol,,"State Capitol Lansing, Michigan USA",USA,,300,Yes,http://www.easternecho.com/index.php/article/2011/10/occupy_lansing_crowd_of_300_takes_stand_in_state_capitol,http://www.statenews.com/index.php/article/2011/10/occupy_movement_comes_to_lansing,capital_big_highlight,target,shaded_dot
Las Cruces,Wells Fargo on Telshor/Lohman,Bank of America on Telshor/foothills,Wells Fargo on Telshor/Lohman Las Cruces USA,USA,10/15/2011,60,No,http://www.nmpolitics.net/index/2011/10/photos-from-occupy-las-cruces/,http://www.nmpolitics.net/index/2011/10/photos-from-occupy-las-cruces/,capital_big_highlight,target,shaded_dot
Las Palmas,Tenor Stagno Square,,Tenor Stagno Square Las Palmas Spain,Spain,10/15/2011,4500,,http://www.laprovincia.es/las-palmas/2011/10/16/5000-grancanarios-protestan-abusos-trabajo-precario/408361.html,http://fotos01.laprovincia.es/fotos/noticias/646x260/2011-10-23_IMG_2011-10-16_00.45.33__5868357.jpg,capital_big_highlight,target,shaded_dot
Las Vegas,Fremont Street,,Fremont Street Las Vegas US,US,10/15/2011,1000,,http://www.ktnv.com/news/local/131937183.html,http://www.ktnv.com/news/local/131937183.html,capital_big_highlight,target,shaded_dot
Lexington,"Chase Bank, 210 E. Main Street",,"Chase Bank, 210 E. Main Street Lexington USA",USA,"Sept. 31, 2011",100,Yes,http://www.kentucky.com/2011/10/04/1907574/occupy-wall-street-movement-comes.html#storylink=misearch,http://media.kentucky.com/smedia/2011/10/15/17/46/IesMZ.AuSt.79.jpg,capital_big_highlight,target,shaded_dot
Lima,Plaza San Martin,,Plaza San Martin Lima Peru,Peru,10/15/2011,500,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
"Lincoln, NE",State Capitol,,"State Capitol Lincoln, NE United States",United States,10/15/2011,500+,Yes,http://journalstar.com/news/local/article_14862b0e-ef99-56dd-bb64-915744f8f82f.html,http://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/5/45/545008ff-0cd1-517f-9c30-cd616642b37a/4e9a2dd3ab6ef.image.jpg,capital_big_highlight,target,shaded_dot
Lisbon,Parliament,Marques de Pombal Square,Parliament Lisbon Portugal,Portugal,10/15/2011,100 000,Yes,http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=31116,,capital_big_highlight,target,shaded_dot
"Little Rock, Arkansas",Riverfront,State Capitol Building,"Riverfront Little Rock, Arkansas United States of America",United States of America,10/15/2011,500,No,http://twitter.com/#!/ALLCAPSComix,http://twitter.com/#!/ALLCAPSComix/status/125245881988550656/photo/1,capital_big_highlight,target,shaded_dot
Liverpool,Barclays Bank,,Barclays Bank Liverpool UK,UK,10/15/2011,200,No,http://www.liverpoolecho.co.uk/liverpool-news/local-news/2011/10/17/occupy-liverpool-protestors-descend-on-city-bank-100252-29606105/,http://images.icnetwork.co.uk/upl/liverpoolecho/oct2011/4/5/occupy-liverpool-protest-81763903.jpg,capital_big_highlight,target,shaded_dot
Ljubljana,Congress Square,Stock Exchange,Congress Square Ljubljana Slovenia,Slovenia,10/15/2011,3000-4000,Yes,http://pirancafe.com/tag/occupyljubljana/,http://www.flickr.com/photos/brightblightcafe/sets/72157627902138146/,capital_big_highlight,target,shaded_dot
Lloydminster,By city hall,,By city hall Lloydminster Canada,Canada,10/15/2011,10/15/2011,Yes,http://www.facebook.com/event.php?eid=118713481569153,http://a2.sphotos.ak.fbcdn.net/hphotos-ak-snc7/s720x720/317855_164152673675094_100002410884430_293627_1497903656_n.jpg,capital_big_highlight,target,shaded_dot
"Lompoc, CA",H and Ocean,,"H and Ocean Lompoc, CA USA",USA,10/15/2011,30,No,http://www.lompocrecord.com/occupy-lompoc/image_b29bc0e9-8759-5cb8-bc1b-4862c3de595b.html,http://www.lompocrecord.com/occupy-lompoc/image_b29bc0e9-8759-5cb8-bc1b-4862c3de595b.html,capital_big_highlight,target,shaded_dot
London,St Paul's Cathedral,,St Paul's Cathedral London UK,UK,10/15/2011,5000,,http://www.band.com.br/noticias/cidades/noticia/?id=100000462611,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2011/10/17/1318845230867/Occupy-London-Stock-Excha-007.jpg,capital_big_highlight,target,shaded_dot
Los Angeles,Los Angeles City Hall,,Los Angeles City Hall Los Angeles USA,USA,10/15/2011,5000,,http://www.contracostatimes.com/california/ci_19121267,http://extras.mnginteractive.com/live/media/site200/2011/1015/20111015_030413_occupy.jpg,capital_big_highlight,target,shaded_dot
"Louisville, Kentucky",Parade through town,Jefferson Square,"Parade through town Louisville, Kentucky United States",United States,4/10/11,200,Yes,http://www.whas11.com/news/Hundreds-Occupy-Louisville-in-attention-grabbing-march-down-Bardstown-Road-131930943.html,,capital_big_highlight,target,shaded_dot
Lyon,Place Bellecour,,Place Bellecour Lyon France,France,10/15/2011,1000,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html,,capital_big_highlight,target,shaded_dot
"Madison, Wisconsin",State Capitol,State Street,"State Capitol Madison, Wisconsin USA",USA,"Friday, October 7 2011",200 10/7 - 500 10/15,Yes,http://www.dailycardinal.com/news/occupy-madison-brings-national-protest-to-city-1.2639533#.TpyC6Jsr1tM,http://www.facebook.com/OccupyMadison,capital_big_highlight,target,shaded_dot
Madrid,Puerta del Sol,,Puerta del Sol Madrid Spain,Spain,5/15/2011,500000,Yes,Reuters,,capital_big_highlight,target,shaded_dot
Managua,Place des Victoires,,Place des Victoires Managua Nicaragua,Nicaragua,10/15/2011,60,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
Manchester,St Peters Square,,St Peters Square Manchester UK,UK,02.10.11,50,Yes,http://menmedia.co.uk/manchestereveningnews/news/s/1461721_occupy-manchester-protesters-are-in-the-peace-garden-for-long-haul,http://www.occupymanchester.org/,capital_big_highlight,target,shaded_dot
Marseille,Place du General de Gaulle,,Place du General de Gaulle Marseille France,France,10/15/2011,100,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html,,capital_big_highlight,target,shaded_dot
Marshall,Memorial Park,,Memorial Park Marshall United States,United States,10/14/2011,20,Yes,http://www.facebook.com/pages/Occupy-Marshall-MN/184614744944788,http://www.facebook.com/photo.php?fbid=204525806287015&set=pu.184614744944788&type=1&theater,capital_big_highlight,target,shaded_dot
"Maui, HI",Kihei,Kahului,"Kihei Maui, HI USA",USA,10/15/2011,100,Yes,https://www.facebook.com/OccupyMaui,https://www.facebook.com/OccupyMaui,capital_big_highlight,target,shaded_dot
Melbourne,City Center,,City Center Melbourne Australia,Australia,15th October 2011,3000,Yes,http://melbourne-leader.whereilive.com.au/news/story/occupy-melbourne-protesters-to-walk-to-stock-exchange/,,capital_big_highlight,target,shaded_dot
"memphis, TN",civic center plaza,,"civic center plaza memphis, TN united states",united states,10/15/2011,150,Yes,occupymemphis.org,,capital_big_highlight,target,shaded_dot
Mexico City,,,Mexico City Mexico,Mexico,10/15/2011,250,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
Miami,"Miami-Dade County Government Center, 10710 SW 211th Street,",,"Miami-Dade County Government Center, 10710 SW 211th Street, Miami US",US,10/15/2011,1000,Yes,http://www.miamiherald.com/2011/10/15/2455595/more-than-1000-join-occupy-miami.html,https://fbcdn-sphotos-a.akamaihd.net/hphotos-ak-snc7/s320x320/319932_226195930776238_216848385044326_671123_1016653817_n.jpg,capital_big_highlight,target,shaded_dot
"Milwaukee,WI",Downtown,Zeidler Park,"Downtown Milwaukee,WI  USA",USA,10/15/2011,1000+,No,"www.fox6now.com/.../witi-pictures-occupy-milwaukee-20111015,0,..","www.fox6now.com/.../witi-20111016-occupy-milwaukee-sunday,0",capital_big_highlight,target,shaded_dot
"Minneapolis, MN",Government Plaza (The People's Plaza),US Bank Plaza,"Government Plaza (The People's Plaza) Minneapolis, MN  USA",USA,"October 7th, 2011",600,Yes,http://kstp.com/article/stories/s2319166.shtml,http://www.seeitmarket.com/wp-content/uploads/2011/10/OccupyMN.jpg,capital_big_highlight,target,shaded_dot
Minot,,,Minot USA,USA,,,Yes,,https://www.facebook.com/pages/Occupy-Minot/187492144658300,capital_big_highlight,target,shaded_dot
"Missoula,Montana",Missoula County Courthouse,,"Missoula County Courthouse Missoula,Montana United States",United States,8/10/11,300,Yes,http://missoulian.com/news/local/article_04d76824-f227-11e0-8b68-001cc4c002e0.html,http://bloximages.chicago2.vip.townnews.com/missoulian.com/content/tncms/assets/v3/editorial/0/7a/07afbb02-f1f3-11e0-899c-001cc4c002e0/4e90be14ea0f3.image.jpg,capital_big_highlight,target,shaded_dot
Moncton,City Hall,,City Hall Moncton Canada,Canada,10/15/2011,300,No,http://timestranscript.canadaeast.com/news/article/1448390,http://www.flickr.com/photos/stephen_downes/6246539319/in/photostream/,capital_big_highlight,target,shaded_dot
Montpellier,Place de la Comedie,,Place de la Comedie Montpellier France,France,10/15/2011,80,,http://languedoc-roussillon.france3.fr/info/montpellier---les-indignes--au-rendez-vous-70840558.html,http://medias.francetv.fr/cpbibl/url_images/2011/10/16/image_70843777.jpg,capital_big_highlight,target,shaded_dot
Montreal,Victoria Square,,Victoria Square Montreal Canada,Canada,10/15/2011,3000,Yes,http://www.globalmontreal.com/occupy+montreal+growing+bringing+bilingual+flavour+to+wall+street+movement/6442501220/story.html,http://www.cbc.ca/news/canada/montreal/story/2011/10/17/mtl-occupy-monday.html,capital_big_highlight,target,shaded_dot
Montreal,Victoria Square,,Victoria Square Montreal Canada,Canada,10/15/2011,3000,Yes,http://www.globalmontreal.com/occupy+montreal+growing+bringing+bilingual+flavour+to+wall+street+movement/6442501220/story.html,http://www.cbc.ca/news/canada/montreal/story/2011/10/17/mtl-occupy-monday.html,capital_big_highlight,target,shaded_dot
"Mount Shasta, CA",Downtown,,"Downtown Mount Shasta, CA USA",USA,10/15/2011,150,Yes,http://www.mtshastanews.com/photos/x485794041/Occupy-Mount-Shasta-draws-large-crowd,http://www.mtshastanews.com/photos/x485794041/Occupy-Mount-Shasta-draws-large-crowd,capital_big_highlight,target,shaded_dot
Munich,City centre,,City centre Munich Germany,Germany,10/15/2011,1000,,http://www.faz.net/aktuell/wirtschaft/wirtschaftspolitik/occupy-demonstrationen-angst-vor-dem-untergang-11494323.html,,capital_big_highlight,target,shaded_dot
"Nanaimo, British Columbia",Diana Krall Plaza,,"Diana Krall Plaza  Nanaimo, British Columbia Canada",Canada,10/15/2011,500,Yes,http://www.vancouversun.com/news/thewest/Occupy+Nanaimo+protest+draws+from+walks+life/5560573/story.html,,capital_big_highlight,target,shaded_dot
Nantes,Place Royale,,Place Royale Nantes France,France,10/15/2011,100,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html,,capital_big_highlight,target,shaded_dot
"Naples, Florida",5th Ave,,"5th Ave Naples, Florida USA",USA,,300,No,Naples News,http://www.naplesnews.com/news/2011/oct/15/occupy-comes-naples-5-pm-march-city-hall/,capital_big_highlight,target,shaded_dot
"Nelson, British Columbia",Government building,Baker St.,"Government building Nelson, British Columbia Canada",Canada,"Oct.15, 2011",1000,Yes,http://www.facebook.com/photo.php?fbid=10150872591770285&set=a.10150872589825285.743561.866360284&type=1,http://www.bclocalnews.com/kootenay_rockies/nelsonstar/news/131923093.html,capital_big_highlight,target,shaded_dot
New Bedford,"Bank of America, 700 Pleasant St.",,"Bank of America, 700 Pleasant St. New Bedford USA",USA,10/15/2011,over 100,No,http://www.southcoasttoday.com/apps/pbcs.dll/article?AID=/20111016/NEWS/110160357,http://www.southcoasttoday.com/apps/pbcs.dll/article?AID=/20111016/NEWS/110160357&Template=photos,capital_big_highlight,target,shaded_dot
New Haven,New Haven Green,"None, side note for the photo used....it was taken by me and can be used.",New Haven Green New Haven  United States,United States,"October 15th, 2011",500,Yes,http://www.wtnh.com/dpp/news/hartford_cty/hundreds-gather-to-occupy-new-haven,http://farm7.static.flickr.com/6111/6256255320_a4fff13ef8_b.jpg,capital_big_highlight,target,shaded_dot
New Orleans,Duncan Plaza,Lafayette Square,Duncan Plaza  New Orleans United States,United States,6/10/11,300,Yes,http://www.nola.com/politics/index.ssf/2011/10/more_than_300_participate_in_o.html,,capital_big_highlight,target,shaded_dot
New York,Zuccotti Park,"Times Square, Wall Street",Zuccotti Park New York USA,USA,9/16/2011,"Up to 15,000",Yes,http://www.guardian.co.uk/world/blog/2011/oct/06/occupy-wall-street-protests-live,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2011/10/6/1317871771827/A-senior-New-York-police--005.jpg,capital_big_highlight,target,shaded_dot
Newcastle Upon Tyne,Monument,,Monument Newcastle Upon Tyne England,England,15th October 2011,100,Yes,http://occupynewcastle.org/,http://occupynewcastle.org/,capital_big_highlight,target,shaded_dot
Nijmegen,Valkhofpark,,Valkhofpark Nijmegen Netherlands,Netherlands,10/18/11,20,Yes,http://www.omroepgelderland.nl/web/nieuwsartikel/1169321/Handjevol-Occupyers-in-Nijmegen.htm,http://www.omroepgelderland.nl/upload/c903bb85-3549-4635-82c8-d38876ebb215_IMAG0787.jpg,capital_big_highlight,target,shaded_dot
"Niles, Michigan",,,"Niles, Michigan",,,,Yes,http://www.abc57.com/home/top-stories/Niles-residents-occupy-City-Hall-131782208.html,,capital_big_highlight,target,shaded_dot
Norfolk,Commercial Plaza,,Commercial Plaza Norfolk United States,United States,6/10/11,120,Yes,www.occupynorfol.com,,capital_big_highlight,target,shaded_dot
"Normal and Bloomington, IL",Bridge over College Avenue in Normal,,"Bridge over College Avenue in Normal Normal and Bloomington, IL United States",United States,Octorber 5,65,Yes,http://www.pantagraph.com/news/local/article_05325720-f786-11e0-ab37-001cc4c03286.html,http://wac.450f.edgecastcdn.net/80450F/wjbc.com/files/2011/10/Occupy4.jpg,capital_big_highlight,target,shaded_dot
Norwich,Hay market,City hall,Hay market Norwich Uk,Uk,10/17/2011,200,Yes,http://www.eveningnews24.co.uk:80/news/norwich_street_protesters_vow_to_keep_on_campaigning_over_world_economic_problems_1_1091950,,capital_big_highlight,target,shaded_dot
Nottingham,Market square,,Market square Nottingham UK,UK,10/15/11,150,Yes,,http://nottingham.indymedia.org.uk/articles/2079,capital_big_highlight,target,shaded_dot
Oakland,Laney College,101 Market Street,Laney College Oakland USA,USA,Unknown,3000,Yes,http://sanfrancisco.cbslocal.com/2011/10/15/%E2%80%98occupy%E2%80%99-protests-in-bay-area-california-us-worldwide/,http://sanfrancisco.cbslocal.com/2011/10/15/%E2%80%98occupy%E2%80%99-protests-in-bay-area-california-us-worldwide/,capital_big_highlight,target,shaded_dot
Oakland,Oscar Grant Plaza / Frank Ogawa Plaza,,Oscar Grant Plaza / Frank Ogawa Plaza Oakland United States,United States,10/10/11,1000,Yes,http://www.indybay.org/newsitems/2011/10/08/18692795.php,http://imgs.sfgate.com/c/pictures/2011/10/10/ba-Occupy_Oaklan_0504330271.jpg,capital_big_highlight,target,shaded_dot
Oakland,Oakland City Hall,,Oakland City Hall Oakland USA,USA,10/10/11,500,Yes,http://abclocal.go.com/kgo/story?section=news/local/east_bay&id=8386607,,capital_big_highlight,target,shaded_dot
Odense,Flakhaven,,Flakhaven Odense Denmark,Denmark,10/15/11,100,Yes,https://www.facebook.com/pages/Occupy-Odense-for-et-ægte-demokrati/286192861400345?ref=ts,https://www.facebook.com/pages/Occupy-Odense-for-et-ægte-demokrati/286192861400345?ref=ts,capital_big_highlight,target,shaded_dot
Oklahoma City,Kerr Park,,Kerr Park Oklahoma City USA,USA,7/10/11,200-300,Yes,http://www.news9.com/story/15646250/hundreds-gather-downtown-to-protest-wall-street,,capital_big_highlight,target,shaded_dot
"olympia, WA",,,"olympia, WA usa",usa,,,Yes,,http://www.facebook.com/OccupyOlympia,capital_big_highlight,target,shaded_dot
"Omaha, NE",,,"Omaha, NE USA",USA,10/15/2011,1000,No,http://www.omaha.com/article/20111015/NEWS01/111019816,http://www.omaha.com/apps/pbcsi.dll/bilde?Site=OW&Date=20111015&Category=NEWS01&ArtNo=111019816&Ref=AR&maxw=490&maxh=275,capital_big_highlight,target,shaded_dot
"Oneonta, New York USA","Main Street, City Hall",,"Main Street, City Hall Oneonta, New York USA",,10/15/2011,100,Yes,friends who were there,,capital_big_highlight,target,shaded_dot
Oporto,,,Oporto Portugal,Portugal,10/15/2011,20000,,Reuters,,capital_big_highlight,target,shaded_dot
Orlando,Chamber of Commerce,City Hall,Chamber of Commerce Orlando United States,United States,10/15/2011,3000,Yes,http://articles.orlandosentinel.com/2011-10-15/news/os-new-occupy-orlando-20111015_1_student-loan-debt-senator-beth-johnson-park-demonstrators,http://www.flickr.com/photos/xstarsprinklesx/6247985135/in/photostream/,capital_big_highlight,target,shaded_dot
Oslo,Norwegian Parliament Building,,Norwegian Parliament Building Oslo Norway,Norway,15th October 2011,Few dozen,Yes,http://news.xinhuanet.com/english2010/world/2011-10/16/c_131193582.htm,,capital_big_highlight,target,shaded_dot
"Ottawa, Ontario",Confederation Park,,"Confederation Park Ottawa, Ontario Canada",Canada,10/15/2011,700,Yes,http://www.ottawacitizen.com/business/Several+hundred+turn+Occupy+Ottawa/5556451/story.html,http://www.ottawacitizen.com/business/Several+hundred+turn+Occupy+Ottawa/5561236/story.html,capital_big_highlight,target,shaded_dot
Paris,Maison de Ville,,Maison de Ville Paris France,France,10/15/2011,1000,,Reuters,,capital_big_highlight,target,shaded_dot
Perth,Forrest Place,,Forrest Place Perth Australia,Australia,10/15/11,200,Yes,http://www.perthnow.com.au/business/business-old/hundreds-rally-against-corporate-greed/story-e6frg2qu-1226167448468,http://www.perthnow.com.au/business/business-old/hundreds-rally-against-corporate-greed/story-e6frg2qu-1226167448468,capital_big_highlight,target,shaded_dot
Philadelphia,City Hall,South St.,City Hall Philadelphia United States,United States,6/10/11,5000,Yes,http://www.philly.com/philly/news/pennsylvania/131955758.html,http://voodoodr06.files.wordpress.com/2011/09/10-6-occupy-philly.jpg?w=430&h=321,capital_big_highlight,target,shaded_dot
Phoenix,Margaret T. Hance Park,Cesar Chavez Plaza,Margaret T. Hance Park Phoenix USA,USA,10/15/2011,2000,Y,http://downtowndevil.com/2011/10/17/15325/phoenix-occupy-protest-arrests/,http://downtowndevil.com/wp-content/uploads/2011/10/recognizethevoice.jpg,capital_big_highlight,target,shaded_dot
"Pittsburg, Kansas",Bank of America,,"Bank of America Pittsburg, Kansas United States",United States,October 12th,15,No,http://www.joplinglobe.com/local/x350480335/Occupy-Pittsburg-group-stages-first-protest,http://www.koamtv.com/global/video/flash/popupplayer.asp?ClipID1=6344766&h1=Protesters%20In%20Pittsburg%20Follow%20The%20Occupy%20Movement&vt1=v&at1=News&d1=134000&LaunchPageAdTag=Search Results&activePane=info&rnd=26190,capital_big_highlight,target,shaded_dot
Pittsburgh,Mellon Green,,Mellon Green Pittsburgh United States,United States,10/15/2011,2000 march 150 camp,Yes,http://www.post-gazette.com/pg/11289/1182575-53.stm,,capital_big_highlight,target,shaded_dot
Pittsburgh,Market Square,Mellon Green,Market Square Pittsburgh USA,USA,10/15/2011,"2,000-3,000",Yes,http://www.post-gazette.com/pg/11289/1182575-53.stm,http://www.flickr.com/photos/29210930@N05/6247219895/,capital_big_highlight,target,shaded_dot
Podgorica,,,Podgorica Montenegro,Montenegro,10/15/2011,100,,http://www.vijesti.me/vijesti/protesti-podgorici-okupili-oko-100-ljudi-clanak-42498,http://www.vijesti.me/slika-519x316/vijesti/protesti-podgorici-okupili-oko-100-ljudi-slika-73989.jpg,capital_big_highlight,target,shaded_dot
Port Angeles,Veterans Memorial Park,,Veterans Memorial Park Port Angeles USA,USA,10/15/2011,200,Yes,http://peninsuladailynews.com/article/20111016/NEWS/310169985,,capital_big_highlight,target,shaded_dot
Portland,Southwest Main Street,,Southwest Main Street Portland USA,USA,3/10/11,200,Yes,http://blog.oregonlive.com/portlandcityhall/2011/10/occupy_portland_mixes_practica.html,,capital_big_highlight,target,shaded_dot
Portland,Lownsdale and Chapman Squares,,Lownsdale and Chapman Squares Portland USA,USA,6/10/11,10000,Yes,http://www.oregonlive.com/portland/index.ssf/2011/10/occupy_portland_holds_massive.html,http://media.oregonlive.com/oregonian/photo/2011/10/10118023-standard.jpg,capital_big_highlight,target,shaded_dot
Portland Oregon,The ampitheater at Terry Schrunk Plaza,,The ampitheater at Terry Schrunk Plaza Portland Oregon USA,USA,October 6th,10000,Yes,http://www.occupyportland.org,http://www.occupyportland.org,capital_big_highlight,target,shaded_dot
Porto Alegre,Matriz sq,Expedicionário Monument,Matriz sq Porto Alegre Brazil,Brazil,10/15/2011,2000,Yes,http://sul21.com.br/jornal/2011/10/porto-alegre-e-ocupada-por-diferentes-gritos-e-uma-indignacao-comum/,http://sul21.com.br/jornal/2011/10/porto-alegre-e-ocupada-por-diferentes-gritos-e-uma-indignacao-comum/,capital_big_highlight,target,shaded_dot
Prague,Republic Square,,Republic Square Prague Czech Republic,Czech Republic,10/15/2011,200,,http://zpravy.idnes.cz/svet-protestuje-proti-hamiznosti-financniku-a-politiku-pk5-/zahranicni.aspx?c=A111015_131232_zahranicni_ipl,,capital_big_highlight,target,shaded_dot
Providence,Burnside Park,,Burnside Park Providence USA,USA,10/15/2011,1000,Yes,http://www.boston.com/news/local/rhode_island/articles/2011/10/15/occupy_providence_to_set_up_camp_at_city_park/,,capital_big_highlight,target,shaded_dot
Punta Arenas,Av. Colón w/ Bories,,Av. Colón w/ Bories Punta Arenas Chile,Chile,10/15/2011,50,No,http://www.elmagallanews.cl/node/3457,http://www.elmagallanews.cl/sites/elmagallanews.cl/files/indignados4.jpg,capital_big_highlight,target,shaded_dot
Quebec City,Place d'Youville,,Place d'Youville Quebec City Canada,Canada,15th October,250,No,http://lejournaldequebec.canoe.ca/journaldequebec/actualites/quebec/archives/2011/10/20111015-211227.html,http://www.flickr.com/photos/29934794@N00/6247918722/in/set-72157627901535512/     ~OR~    http://www.flickr.com/photos/29934794@N00/sets/72157627901535512/,capital_big_highlight,target,shaded_dot
Quito,Plaza de San Francisco,,Plaza de San Francisco Quito Ecuador,Ecuador,10/15/2011,100,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
Raleigh,North Carolina State Capitol,,North Carolina State Capitol Raleigh United States,United States,10/15/2011,1200,Yes,http://www.fightbacknews.org/2011/10/15/over-1000-join-occupy-raleigh-protest-20-people-arrested,http://www.fightbacknews.org/sites/default/files/imagecache/article-more-photos-thumb/general-assembly-raleigh.jpg,capital_big_highlight,target,shaded_dot
"Raleigh, NC",The old Capital Building,,"The old Capital Building Raleigh, NC USA",USA,10/15/2011,400,Yes,http://abclocal.go.com/wtvd/story?section=news/local&id=8392512,http://abclocal.go.com/wtvd/gallery?section=news/local&id=8393278&photo=5,capital_big_highlight,target,shaded_dot
Rapid City,Main Street Square,,Main Street Square Rapid City USA,USA,oct 15th,50-60,No,http://rapidcityjournal.com/news/protesters-host-local-occupy-rapid-city-rally/article_9daf3456-f78a-11e0-82f0-001cc4c03286.html,,capital_big_highlight,target,shaded_dot
"Redlands, CA",Downtown,,"Downtown Redlands, CA United States",United States,8/10/11,100,No,http://www.sbsun.com/ci_19123203?source=rss_viewed,http://www.occupyredlands.org/p/photos.html,capital_big_highlight,target,shaded_dot
Regina,Victoria Park,,Victoria Park Regina Canada,Canada,10/15/2011,100,No,http://www.leaderpost.com/Photos+Occupy+Regina/5562971/story.html,http://www.cbc.ca/news/canada/saskatchewan/story/2011/10/15/hi-occupy-regina-photo-gallery-111015.html,capital_big_highlight,target,shaded_dot
Rennes,Mail Francois Mitterand,,Mail Francois Mitterand Rennes France,France,"15 October 2011, 12:00 local time",30,Yes,http://www.ouest-france.fr/,,capital_big_highlight,target,shaded_dot
reno,UNR Campus,Virginia Street,UNR Campus reno USA,USA,,250-300,No,http://www.rgj.com/article/20111015/NEWS/111015020/Peaceful-Occupy-Reno-march-today-through-downtown?odyssey=tab|topnews|text|FRONTPAGE,http://www.youtube.com/watch?v=TpH2Dr6mi4s,capital_big_highlight,target,shaded_dot
Reykjav,"City Square, City center",,"City Square, City center Reykjavík Iceland",Iceland,10/15/2011,1000,No,http://smugan.is/2011/10/hundrud-motmaeltu-i-midbaenum/,http://mbl.is/frettir/innlent/2011/10/15/motmaeli_i_midborginni/,capital_big_highlight,target,shaded_dot
Rio de Janeiro,,,Rio de Janeiro Brazil,Brazil,10/15/2011,37,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
"Riverside, CA",Main Street & University Avenue,,"Main Street & University Avenue Riverside, CA USA",USA,10/15/2011,300,Yes,http://www.pe.com/local-news/breaking-news-headlines/20111015-riverside-demonstrators-occupy-downtown-mall.ece,http://www.pe.com/incoming/20111015-web_w_occupy_1016_rla.jpg1.ece/BINARY/w380x253/WEB_W_OCCUPY_1016_rla.JPG,capital_big_highlight,target,shaded_dot
Rockford,Chase Bank,,Beattie Park N Main Street,USA,4/10/11,200,Yes,http://occupyrockford.org,http://occupyrockford.org/wp-content/uploads/2011/10/i-f43F4Pm-M.jpg,,target
Rome,Porta San Giovanni,,Porta San Giovanni Rome Itlay,Italy,10/15/2011,200000,,http://rt.com/news/occupy-rome-protest-violent-943/,http://rt.com/files/news/occupy-rome-protest-violent-943/protesters-react-burning-trash-297.jpg,capital_big_highlight,target,shaded_dot
Rotterdam,beurstrappen coolsingel,,beurstrappen coolsingel Rotterdam netherlands,netherlands,10/15/2011,15-75,Yes,http://www.occupyrotterdam.org/,,capital_big_highlight,target,shaded_dot
Sacramento,Ceasar Chavez Park,,Ceasar Chavez Park Sacramento USA,USA,1/10/11,200-300,Yes,http://www.kcra.com/news/29407863/detail.html,http://www.sacbee.com/2011/10/06/3966436/occupy-sacramento-protest.html,capital_big_highlight,target,shaded_dot
"Sag Harbor, NY",The Long Wharf,,"The Long Wharf Sag Harbor, NY USA",USA,10/15/2011,120,Yes,http://easthampton.patch.com/articles/video-occupy-movement-reaches-the-hamptons#video-8150075,http://southampton.patch.com/articles/share-your-occupy-the-hamptons-photos#photo-8152850,capital_big_highlight,target,shaded_dot
Saint John,King's Square,,King's Square Saint John Canada,Canada,10/15/2011,150,No,http://telegraphjournal.canadaeast.com/city/article/1448362,http://www.facebook.com/media/set/?set=a.169633026458034.44507.163909853697018&type=3,capital_big_highlight,target,shaded_dot
Saint-Pierre,,,Saint-Pierre Reunion,Reunion,10/15/2011,60,,http://www.zinfos974.com/Les-Indignes-de-la-Reunion-ne-rassemblent-pas_a33109.html,http://www.zinfos974.com/photo/art/default/3356130-4819646.jpg?v=1318747177,capital_big_highlight,target,shaded_dot
