city,main_location,second_location,map_address,country,start_date,max_numbers,more_one_day,numbers_source,image_url,icon_1,icon_2,icon_3
"Salem, Oregon",Willson Park (State Capitol Grounds),,"Salem, Oregon,Willson Park (State Capitol Grounds),USA",USA,10/10/11,300,Yes,http://www.statesmanjournal.com/article/20111011/NEWS/110110337,http://www.statesmanjournal.com/article/20111011/NEWS/110110337,capital_big_highlight,target,shaded_dot
Salmon,City Park by River,305 Washington Street,"Salmon,City Park by River,83467",83467,Salmon,28,Yes,Calvin Leman,http://treegrower.org/Occupations/DC%20Occupation.html,capital_big_highlight,target,shaded_dot
"Salt Lake City, Utah, USA",,,"Salt Lake City, Utah, USA,,USA",USA,,,Yes,http://occupyslc.org/,http://occupyslc.org/,capital_big_highlight,target,shaded_dot
Salvador,Ondina,,"Salvador,Ondina,Brasil",Brasil,10/12/11,20,Yes,http://mais.uol.com.br/view/dkdzd418khaa/indignados-em-salvador-na-bahia-04024E1A3372E0892326,http://storage.mais.uol.com.br/12189349?ver=0,capital_big_highlight,target,shaded_dot
Salzburg,Nationalbank,,"Salzburg,Nationalbank,Austria",Austria,15-Oct,200,No,"http://www.nachrichten.at/nachrichten/weltspiegel/art17,737864",https://www.facebook.com/photo.php?fbid=1827920356943&set=o.203184256419815&type=1&permPage=1,capital_big_highlight,target,shaded_dot
San Antonio,Main Plaza,,"San Antonio,Main Plaza,United States",United States,10/15/2011,200,No,http://www.mysanantonio.com/news/local_news/article/Revolution-stirs-at-fitting-location-2220506.php,http://www.occupysanantonio.com/,capital_big_highlight,target,shaded_dot
San Diego,Civic Center,,"San Diego,Civic Center,United States",United States,7/10/11,2000,Yes,http://www.facebook.com/#!/pages/Occupy-San-Diego/198003106936678,http://www.facebook.com/#!/photo.php?fbid=206107219459600&set=a.208116605925328.49357.198003106936678&type=3&theater,capital_big_highlight,target,shaded_dot
San Francisco,Justin Herman Plaza,Civic Center,"San Francisco,Justin Herman Plaza,USA",USA,17th Sept,4000,Yes,http://venturebeat.com/2011/10/17/hackathon-occupy-wall-street/,http://imgs.sfgate.com/c/pictures/2011/10/05/mn-OCCUPY06_PH1_0504297510_part6.jpg,capital_big_highlight,target,shaded_dot
San Francisco,City Hall,Federal Reserve Building,"San Francisco,City Hall,USA",USA,10/13/11,5000,Yes,http://www.huffingtonpost.com/2011/10/16/occupy-san-francisco-week-four_n_1014211.html,http://occupysf.com/,capital_big_highlight,target,shaded_dot
"San Francsico, CA",Federak Reserve Bank,,"San Francsico, CA,Federak Reserve Bank,United States",United States,,,Yes,http://occupysf.com/,http://occupysf.com/,capital_big_highlight,target,shaded_dot
"San Jose, California",Cty Hall Plaza,,"San Jose, California,Cty Hall Plaza,United States",United States,10/16/2011,,Yes,,http://occupysj.org/wp-content/uploads/2011/11/occupysj1.jpg,capital_big_highlight,target,shaded_dot
"San Jose, California",City Hall,,"San Jose, California,City Hall,United States of America",United States of America,October 2nd,300+,Yes,http://www.mercurynews.com/breaking-news/ci_19077863,http://www.indybay.org/uploads/2011/10/09/640_img_0267.jpg,capital_big_highlight,target,shaded_dot
"San Jose, California",City Hall,,"San Jose, California,City Hall,USA",USA,2/10/11,100,Yes,http://www.insidebayarea.com/news/ci_19163661,http://www.insidebayarea.com/news/ci_19163661,capital_big_highlight,target,shaded_dot
San Juan,Milla de Oro,,"San Juan,Milla de Oro,Puerto Rico",Puerto Rico,10/15/2011,200,Yes,http://news.yahoo.com/puerto-rico-launches-own-occupy-wall-street-192307048.html,,capital_big_highlight,target,shaded_dot
San Juan,"Hato Rey, Bank District",,"San Juan,Hato Rey, Bank District,Puerto Rico",Puerto Rico,10/15/2011,200,Yes,http://www.elnuevodia.com/marchasilenteenelcentrodehatorey-1093822.html,,capital_big_highlight,target,shaded_dot
"San Luis Obispo, California",Higuera Street,,"San Luis Obispo, California,Higuera Street,USA",USA,10/15/2011,'long line of people',Yes,http://www.sanluisobispo.com/2011/10/15/1797549/occupy-wall-street-march-in-san.html,http://www.sanluisobispo.com/2011/10/15/1797549/occupy-wall-street-march-in-san.html,capital_big_highlight,target,shaded_dot
"San Marcos, Texas",Texas State University - San Marcos,,"San Marcos, Texas,Texas State University - San Marcos,USA",USA,5/10/11,100,Yes,http://www.facebook.com/pages/OCCUPY-TEXAS-STATE/299904963356505,http://occupytxstate.files.wordpress.com/2011/10/2011-10-13-occupy-txst-march_lorialaniz-8.jpg,capital_big_highlight,target,shaded_dot
"Santa Barbara, CA",De La Guerra Plaza,,"Santa Barbara, CA,De La Guerra Plaza,USA",USA,6/10/11,400,Yes,http://www.examiner.com/central-coast-democrat-in-los-angeles/occupy-santa-barbara-marches,http://www.examiner.com/central-coast-democrat-in-los-angeles/occupy-santa-barbara-marches,capital_big_highlight,target,shaded_dot
Santa Cruz,Superior Courthouse,,"Santa Cruz,Superior Courthouse,USA",USA,Sep-11,100,Yes,http://occupysantacruz.org/,http://santacruz.patch.com/articles/who-are-the-people-in-occupy-santa-cruz#photo-8060455,capital_big_highlight,target,shaded_dot
Santa Cruz de Tenerife,Santa Cruz de Tenerife,,"Santa Cruz de Tenerife,Santa Cruz de Tenerife,Spain",Spain,10/15/2011,5000,No,,http://a6.sphotos.ak.fbcdn.net/hphotos-ak-ash4/295962_161902593902333_100002477799534_306270_2127672566_n.jpg,capital_big_highlight,target,shaded_dot
"Santa Fe, New Mexico",State Capitol Roundhouse,,"Santa Fe, New Mexico,State Capitol Roundhouse,USA",USA,10/16/2011,USA,Yes,http://ireport.cnn.com/docs/DOC-690224?hpt=hp_bn2,,capital_big_highlight,target,shaded_dot
"Santa Fe, NM",Capital Building,,"Santa Fe, NM,Capital Building,USA",USA,10/15/2011,1000,No,http://www.facebook.com/OccupySantaFe,,capital_big_highlight,target,shaded_dot
"Santa Rosa, California",City Hall,,"Santa Rosa, California,City Hall,Unites States",Unites States,10.15.11,2500,Yes,http://www.pressdemocrat.com/article/20111015/ARTICLES/111019644,http://www.pressdemocrat.com/apps/pbcsi.dll/bilde?Site=SR&Date=20111015&Category=ARTICLES&ArtNo=111019644&Ref=AR&MaxW=445&border=0,capital_big_highlight,target,shaded_dot
Santander,Plaza del Ayuntamiento,,"Santander,Plaza del Ayuntamiento,Spain",Spain,5/15/2011,3000,No,http://www.eldiariomontanes.es/20111015/local/santander/unas-personas-participan-concentracion-201110151930.html,,capital_big_highlight,target,shaded_dot
Sao Paulo,Vale do Anhangabaú,Viaduto do Chá,"Sao Paulo,Vale do Anhangabaú,Brazil",Brazil,10/15/11,300,Yes,http://carosamigos.terra.com.br/index/index.php/noticias/2057-acampamento-15o-sp-permanece-organizado-mesmo-com-repressao-policial,http://www.facebook.com/photo.php?fbid=1576914598238&set=a.1573656836796.47448.1696817675&type=1&theater,capital_big_highlight,target,shaded_dot
Sarasota,Bayfront,,"Sarasota,Bayfront,United States",United States,10/15/2011,200,No,http://sarasota.patch.com/articles/occupy-sarasota-joins-protests-worldwide,http://sarasota.patch.com/articles/occupy-sarasota-joins-protests-worldwide#photo-8124166,capital_big_highlight,target,shaded_dot
Sarasota Florida,waterfront,Tamiami Trail,"Sarasota Florida,waterfront,USA",USA,8/10/11,100,Yes,http://www.wmnf.org/news_stories?tag=Occupy+Sarasota,http://www.wmnf.org/news_stories?tag=Occupy+Sarasota,capital_big_highlight,target,shaded_dot
Savannah,Emmet Park,,"Savannah,Emmet Park,United States",United States,9/10/11,100,Yes,https://www.facebook.com/event.php?eid=255692711140334,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-snc4/276474_255692711140334_1616051524_n.jpg,capital_big_highlight,target,shaded_dot
science camp,,,"science camp,,Antarctica",Antarctica,,,Yes,,http://www.facebook.com/photo.php?fbid=2307352718139&set=p.2307352718139&type=1,capital_big_highlight,target,shaded_dot
"Seaside, Oregon",The Turnaround,City Hall,"Seaside, Oregon,The Turnaround,USA",USA,8/10/11,40,Yes,http://www.dailyastorian.com/free/protesters-occupy-seaside/article_54f13a18-f36e-11e0-afb5-001cc4c03286.html,http://www.dailyastorian.com/free/protesters-occupy-seaside/article_54f13a18-f36e-11e0-afb5-001cc4c03286.html,capital_big_highlight,target,shaded_dot
Seattle,Westlake Park,Fourth Avenue and Pike Street,"Seattle,Westlake Park,USA",USA,3/10/11,3000,Yes,http://seattletimes.nwsource.com/html/localnews/2016527467_occupy18m.html,http://seattletimes.nwsource.com/html/photogalleries/localnews2016527686/5.html,capital_big_highlight,target,shaded_dot
Seattle,Seattle Central Community College,Westlake Park,"Seattle,Seattle Central Community College,United States",United States,10/29/2011,300,Yes,http://slog.thestranger.com/slog/archives/2011/10/29/sccc-occupied,http://slog.thestranger.com/slog/archives/2011/10/31/a-tour-of-the-new-and-improved-occupy-seattle-plus-a-call-to-shop-at-the-farmers-market-and-a-shaming-of-ralph132,capital_big_highlight,target,shaded_dot
Seattle,Westlake Park,,"Seattle,Westlake Park,USA",USA,Unsure,200,Yes,"http://www.dailykos.com/story/2011/10/14/1026274/-Occupy-Seattle-in-Pictures:-Police-Arrest-10,-Then-Stand-Down,-But-Forbid-Sleep?via=siderecent, http://www.ibtimes.com/articles/225639/20111005/occupy-seattle-westlake-park-protest-police-arrest-wall-street.htm","http://www.dailykos.com/story/2011/10/14/1026274/-Occupy-Seattle-in-Pictures:-Police-Arrest-10,-Then-Stand-Down,-But-Forbid-Sleep?via=siderecent",capital_big_highlight,target,shaded_dot
Seattle,Westlake Center,,"Seattle,Westlake Center,United States",United States,10/15/11,3000,Yes,http://seattletimes.nwsource.com/html/localnews/2016533066_occupyseattle18m.html,,capital_big_highlight,target,shaded_dot
Seattle,Westlake Park,City Hall,"Seattle,Westlake Park,United States",United States,"Sept. 26, 2011",3000-5000,Yes,http://www.seattlepi.com/local/gallery/Occupy-Seattle-heats-up-31496/photo-1675062.php,,capital_big_highlight,target,shaded_dot
"Seattle, Wa",Westlake Park,City Hall Plaza,"Seattle, Wa,Westlake Park,USA",USA,About October 1,1000+,Yes,http://search.nwsource.com/search?query=occupy+seattle&from=ST&searchtype=network,http://2.bp.blogspot.com/-y5Ml__tSDLo/TpD7iBEpVKI/AAAAAAAABDk/Xqz9s6SwgPw/s1600/Injury+to+One-lo.jpg,capital_big_highlight,target,shaded_dot
"Seattle, WA",Westlake Park,400 Pine,"Seattle, WA,Westlake Park,USA",USA,"Oct, 5th",5000,Yes,http://occupyseattle.org,http://30.media.tumblr.com/tumblr_lsl0wsfgID1r4ool4o1_500.jpg,capital_big_highlight,target,shaded_dot
Seville,Plaza de la Encarnación,,"Seville,Plaza de la Encarnación,Spain",Spain,10/15/11,30000,No,http://www.sevillaactualidad.com/noticias/sevilla/46-sociedad/12627-sevilla-se-suma-a-la-manifestacion-mundial-del-15-de-octubre.html,,capital_big_highlight,target,shaded_dot
Sherbrooke,Hôtel de ville,,"Sherbrooke,Hôtel de ville,Canada",Canada,15 octobre 2011,150,Yes,http://bit.ly/qOKyyx,http://www.facebook.com/media/set/?set=oa.247772051940461&type=1,capital_big_highlight,target,shaded_dot
"Shreveport, Louisiana",Downtown,,"Shreveport, Louisiana,Downtown,United States",United States,10/15/2011,100 (see comments section of page listed),Yes,http://www.ksla.com/story/15702839/occupy-shreveport-rallies-downtown,,capital_big_highlight,target,shaded_dot
Sidi Bouzid,governor's office,,"Sidi Bouzid,governor's office,Tunisia",Tunisia,12/7/10,,Yes,http://en.wikipedia.org/wiki/Mohamed_Bouazizi#Confiscation_of_wares_and_self-immolation,http://en.wikipedia.org/wiki/Mohamed_Bouazizi#Confiscation_of_wares_and_self-immolation,capital_big_highlight,target,shaded_dot
Singapore,Raffles Place,,"Singapore,Raffles Place,Singapore",Singapore,10/15/2011,20,No,http://www.asiaone.com/News/AsiaOne%2BNews/Singapore/Story/A1Story20111016-305317.html,http://www.asiaone.com/News/AsiaOne%2BNews/Singapore/Story/A1Story20111016-305317.html,capital_big_highlight,target,shaded_dot
Sioux Falls SD,12th st,,"Sioux Falls SD,12th st,usa",usa,october 15th,30,Yes,https://www.facebook.com/#!/pages/Occupy-SD-SiouxFalls/219761291422162,https://www.facebook.com/#!/pages/Occupy-SD-SiouxFalls/219761291422162?sk=photos,capital_big_highlight,target,shaded_dot
Skopje,City centre,,"Skopje,City centre,Macedonia",Macedonia,15.10.2011,50,No,,http://vimeo.com/30728388,capital_big_highlight,target,shaded_dot
"Sonoma, CA",Plaza,,"Sonoma, CA,Plaza,USA",USA,10/14/2011,300,No,Sonomanews.com,Sonomanews.com/News2011/Hundreds-Occupy-Sonoma/,capital_big_highlight,target,shaded_dot
Sonora California,Court House Park,,"Sonora California,Court House Park,USA",USA,10/15/2011,200,Yes,http://www.uniondemocrat.com/20111017105059/News/Local-News/Protesters-zombies-occupy-park,,capital_big_highlight,target,shaded_dot
"Sonora, CA USA",Courthouse Park,,"Sonora, CA USA,Courthouse Park,Tuolumne",Tuolumne,10/15/2011,200,Yes,http://goo.gl/u1hjL,http://www.facebook.com/#!/photo.php?fbid=205823329490120&set=pu.203241253081661&type=1&theater,capital_big_highlight,target,shaded_dot
South Bend,Park front of Morris,Jefferson and Michigan front of Wells Fargo,"South Bend,Park front of Morris,United State",United State,8/10/11,100,Yes,http://www.facebook.com/OccupySouthBend,,capital_big_highlight,target,shaded_dot
"South Bend, IN",130 S. Main,,"South Bend, IN,130 S. Main,United States",United States,"October 8th, 2011",100,Yes,"http://www.wsbt.com/news/wsbt-south-bend-gets-occupied-downtown-protest-draws-100-20111008,0,507813.story",https://www.facebook.com/photo.php?fbid=2549204213578&set=oa.291987997497147&type=1&theater,capital_big_highlight,target,shaded_dot
"South Bend, Indiana",Civic Center Park,,"South Bend, Indiana,Civic Center Park,United States",United States,8/10/11,500,Yes,http://www.facebook.com/groups/OccupySouthBend/members/,http://a4.sphotos.ak.fbcdn.net/hphotos-ak-ash4/293420_10150341662439190_509604189_7891632_1630643864_n.jpg,capital_big_highlight,target,shaded_dot
spartanburg,daniel morgan square,,"spartanburg,daniel morgan square,USA",USA,10/13/2011,200,Yes,http://www2.wspa.com/news/2011/oct/13/14/occupy-wall-street-movement-spreads-carolinas-ar-2536180/,,capital_big_highlight,target,shaded_dot
Spokane,On Monroe St. slightly north of where Spokane Falls Blvd. intersects Monroe.,,"Spokane,On Monroe St. slightly north of where Spokane Falls Blvd. intersects Monroe.,United States",United States,10/15/2011,100,Yes,http://www.facebook.com/OccupySpokane#!/OccupySpokane?sk=info,http://www.facebook.com/#!/photo.php?fbid=146698015428587&set=a.146697955428593.28853.138981536200235&type=3&theater,capital_big_highlight,target,shaded_dot
Spokane,Riverside and Monroe,,"Spokane,Riverside and Monroe,USA",USA,,1000,Yes,http://search.nwsource.com/search?from=ST&searchtype=network&query=Spokane+occupy&x=15&y=8,,capital_big_highlight,target,shaded_dot
Spokane,"Downtown, Spokane Club",,"Spokane,Downtown, Spokane Club,United States of America",United States of America,October 1 (?),1000,Yes,http://seattletimes.nwsource.com/html/localnews/2016526285_apwaoccupyspokane.html?syndication=rss,,capital_big_highlight,target,shaded_dot
"Spokane, WA",Riverside and Monroe,,"Spokane, WA,Riverside and Monroe,USA",USA,,2000,Yes,http://www.occupyspokane.org/#!,http://www.occupyspokane.org/#!spokane-occupation/stackeraccordion0=2,capital_big_highlight,target,shaded_dot
"Spokane, WA",Riverside and Monroe,,"Spokane, WA,Riverside and Monroe,United States Of America",United States Of America,1/10/11,1500,Yes,http://www.suite101.com/news/spokane-media-buries-2000-spokane-protesters-oct-16-2011--a393445,,capital_big_highlight,target,shaded_dot
"Spokane, Washington",Bank of America,Wells Fargo Bank,"Spokane, Washington,Bank of America,USA",USA,9/25/2011,700,Yes,http://www.spokesman.com/picture-stories/occupy-spokane-march-downtown-spokane/,http://www.kxly.com/news/29367995/detail.html,capital_big_highlight,target,shaded_dot
"Spokane, Washington",Bank of America,Wells Fargo Bank,"Spokane, Washington,Bank of America,USA",USA,9/25/2011,700,Yes,http://www.spokesman.com/picture-stories/occupy-spokane-march-downtown-spokane/,http://www.kxly.com/news/29367995/detail.html,capital_big_highlight,target,shaded_dot
Springfield,Park Central Square,The Kitchen (A local facility for needy to get food),"Springfield,Park Central Square,USA",USA,10/15/2011,Hundreds,No,http://www.facebook.com/#!/OccupySpringfieldMO,http://www.facebook.com/#!/media/set/?set=a.260782027297650.60944.100000975652961&type=3,capital_big_highlight,target,shaded_dot
St. John's,Harbourview Park,,"St. John's,Harbourview Park,Canada",Canada,Oct 15th,100+,Yes,http://www.facebook.com/#!/occupyNL,,capital_big_highlight,target,shaded_dot
"St. John's, Newfoundland",Harbourside Park,,"St. John's, Newfoundland,Harbourside Park,Canada",Canada,10/15/2011,60,Yes,http://theindependent.ca/2011/10/16/blog-occupy-newfoundland-day-one/,http://theindependent.ca/2011/10/16/blog-occupy-newfoundland-day-one/,capital_big_highlight,target,shaded_dot
"St. John's, Newfoundland",Harbour's Park,,"St. John's, Newfoundland,Harbour's Park,Canada",Canada,10/15/2011,20,Yes,http://ntv.ca/video/?p=17341,,capital_big_highlight,target,shaded_dot
"St. John's, Newfoundland & Labrador",,,"St. John's, Newfoundland & Labrador,,Canada",Canada,October 15th,,Yes,http://www.cbc.ca/news/canada/newfoundland-labrador/story/2011/10/15/nl-occupy-stjohns-.html,,capital_big_highlight,target,shaded_dot
St. louis,Kiener Plaza,,"St. louis,Kiener Plaza,United States",United States,1/10/11,500,Yes,http://stltoday.mycapture.com/mycapture/folder.asp?event=1342393&CategoryID=38578,http://stltoday.mycapture.com/mycapture/enlarge.asp?image=38302193&event=1342393&CategoryID=38578,capital_big_highlight,target,shaded_dot
"St. Louis, Missouri","Kiener Plaza, downtown",,"St. Louis, Missouri,Kiener Plaza, downtown,USA",USA,1/10/11,1000,Yes,http://stlbeacon.org/voices/blogs/political-blogs/beacon-backroom/113601-occupy-st-louis-briefly-occupies-downtown-streets-for-rally-and-march,http://www.chuckramsay.com/Occupy2/index.html,capital_big_highlight,target,shaded_dot
"St. Louis, MO","Keiner Plaza, 7th & Market",,"St. Louis, MO,Keiner Plaza, 7th & Market,USA",USA,October 1st.,1000,Yes,http://stlbeacon.org/voices/blogs/political-blogs/beacon-backroom/113601-occupy-st-louis-briefly-occupies-downtown-streets-for-rally-and-march,http://stlbeacon.org/images/stories/news_issues/metro/occupystl550demonJM101411.jpg,capital_big_highlight,target,shaded_dot
St. Petersburg Florida,waterfront,Bank of America,"St. Petersburg Florida,waterfront,USA",USA,10/15/2011,,Yes,http://www.wmnf.org/news_stories/st-pete-protesters-tell-motorists-to-move-their-money-out-of-big-banks,,capital_big_highlight,target,shaded_dot
Stockholm,Hagsätra metro station,,"Stockholm,Hagsätra metro station,Sweden",Sweden,Sunday October 4,50,Yes,,http://www.facebook.com/#!/OccupyStockholm?sk=wall&filter=1,capital_big_highlight,target,shaded_dot
